neurons,trained_patterns,test_patterns,test_pattern_hamming,simulations_per_step,min_proportion,mean_proportion,max_proportion,std_proportion,25_perc,mode,75_perc
350,7,100,90,200,100,100,100,0,100,100,100
350,7,100,83,200,100,100,100,0,100,100,100
350,7,100,21,200,100,100,100,0,100,100,100
350,7,100,76,200,100,100,100,0,100,100,100
350,7,100,118,200,83,99.87,100,1.22088,100,100,100
350,7,100,111,200,98,99.985,100,0.157796,100,100,100
350,7,100,125,200,94,99.765,100,0.856412,100,100,100
350,7,100,132,200,77,98.67,100,2.75117,99,100,100
350,7,100,173,200,0,0.3,4,0.66499,0,0,0
350,7,100,159,200,2,30.005,84,13.4868,21,30,40
350,7,100,139,200,56,94.605,100,6.31175,93,97,99
350,7,100,166,200,0,5.65,23,4.91306,2,4,8
350,7,100,6,200,100,100,100,0,100,100,100
350,7,100,146,200,39,82.88,100,13.7609,77,87,93
350,7,100,14,200,100,100,100,0,100,100,100
350,7,100,30,200,100,100,100,0,100,100,100
350,7,100,98,200,100,100,100,0,100,100,100
350,7,100,70,200,100,100,100,0,100,100,100
350,7,100,54,200,100,100,100,0,100,100,100
350,7,100,46,200,100,100,100,0,100,100,100
350,7,100,62,200,100,100,100,0,100,100,100
350,7,100,105,200,100,100,100,0,100,100,100
350,7,100,38,200,100,100,100,0,100,100,100
350,7,100,84,200,100,100,100,0,100,100,100
350,7,100,22,200,100,100,100,0,100,100,100
350,7,100,77,200,100,100,100,0,100,100,100
350,7,100,91,200,100,100,100,0,100,100,100
350,7,100,112,200,98,99.99,100,0.141421,100,100,100
350,7,100,119,200,98,99.95,100,0.26046,100,100,100
350,7,100,126,200,89,99.61,100,1.2593,100,100,100
350,7,100,153,200,14,55.105,90,16.6963,43,56,68
350,7,100,133,200,77,98.765,100,2.56763,99,100,100
350,7,100,140,200,48,93.425,100,8.3084,90,97,99
350,7,100,160,200,3,23.45,75,11.4245,16,23,29
350,7,100,174,200,0,0.285,3,0.57044,0,0,0
350,7,100,7,200,100,100,100,0,100,100,100
350,7,100,55,200,100,100,100,0,100,100,100
350,7,100,31,200,100,100,100,0,100,100,100
350,7,100,47,200,100,100,100,0,100,100,100
350,7,100,39,200,100,100,100,0,100,100,100
350,7,100,23,200,100,100,100,0,100,100,100
350,7,100,63,200,100,100,100,0,100,100,100
350,7,100,167,200,0,4.68,17,3.87462,2,4,7
350,7,100,15,200,100,100,100,0,100,100,100
350,7,100,147,200,41,80.69,100,12.9868,71,83,92
350,7,100,154,200,7,53.08,90,17.7819,40,54,68
350,7,100,175,200,0,0.115,3,0.403222,0,0,0
350,7,100,161,200,1,20.75,52,11.2829,12,19,28
350,7,100,168,200,0,3.21,15,2.7793,1,3,5
350,8,100,0,200,100,100,100,0,100,100,100
350,8,100,92,200,100,100,100,0,100,100,100
350,8,100,24,200,100,100,100,0,100,100,100
350,8,100,48,200,100,100,100,0,100,100,100
350,8,100,40,200,100,100,100,0,100,100,100
350,8,100,85,200,100,100,100,0,100,100,100
350,8,100,32,200,100,100,100,0,100,100,100
350,8,100,56,200,100,100,100,0,100,100,100
350,8,100,8,200,100,100,100,0,100,100,100
350,8,100,71,200,100,100,100,0,100,100,100
350,8,100,106,200,98,99.99,100,0.141421,100,100,100
350,8,100,16,200,100,100,100,0,100,100,100
350,8,100,64,200,100,100,100,0,100,100,100
350,8,100,78,200,100,100,100,0,100,100,100
350,8,100,99,200,100,100,100,0,100,100,100
350,8,100,113,200,97,99.98,100,0.223269,100,100,100
350,8,100,127,200,90,99.44,100,1.57761,100,100,100
350,8,100,120,200,95,99.9,100,0.470219,100,100,100
350,8,100,134,200,77,97.515,100,3.99494,97,99,100
350,8,100,141,200,33,90.76,100,9.758,86,94,98
350,8,100,148,200,15,73.245,99,15.4898,65,76,85
350,8,100,155,200,7,42.145,82,16.6623,30,41,55
350,8,100,169,200,0,2.09,14,2.37277,0,1,3
350,8,100,162,200,0,14.33,43,8.93365,8,13,20
350,8,100,1,200,100,100,100,0,100,100,100
350,8,100,93,200,100,100,100,0,100,100,100
350,8,100,25,200,100,100,100,0,100,100,100
350,8,100,41,200,100,100,100,0,100,100,100
350,8,100,9,200,100,100,100,0,100,100,100
350,8,100,86,200,100,100,100,0,100,100,100
350,8,100,33,200,100,100,100,0,100,100,100
350,8,100,72,200,100,100,100,0,100,100,100
350,8,100,49,200,100,100,100,0,100,100,100
350,8,100,57,200,100,100,100,0,100,100,100
350,8,100,17,200,100,100,100,0,100,100,100
350,8,100,107,200,100,100,100,0,100,100,100
350,8,100,65,200,100,100,100,0,100,100,100
350,8,100,79,200,100,100,100,0,100,100,100
350,8,100,100,200,100,100,100,0,100,100,100
350,8,100,114,200,97,99.985,100,0.212132,100,100,100
350,8,100,121,200,96,99.87,100,0.533407,100,100,100
350,8,100,128,200,93,99.395,100,1.18575,99,100,100
350,8,100,135,200,78,97.485,100,3.5387,97,99,100
350,8,100,142,200,54,89.45,100,9.4692,86,92,96
350,8,100,149,200,25,69.105,96,14.7847,61,71,79
350,8,100,170,200,0,1.49,11,1.77076,0,1,2
350,8,100,156,200,6,40.115,83,15.3099,27,40,50
350,8,100,163,200,0,11.215,45,7.89814,5,10,17
350,8,100,2,200,100,100,100,0,100,100,100
350,8,100,94,200,100,100,100,0,100,100,100
350,8,100,42,200,100,100,100,0,100,100,100
350,8,100,26,200,100,100,100,0,100,100,100
350,8,100,73,200,100,100,100,0,100,100,100
350,8,100,34,200,100,100,100,0,100,100,100
350,8,100,87,200,100,100,100,0,100,100,100
350,8,100,58,200,100,100,100,0,100,100,100
350,8,100,66,200,100,100,100,0,100,100,100
350,8,100,10,200,100,100,100,0,100,100,100
350,8,100,50,200,100,100,100,0,100,100,100
350,8,100,18,200,100,100,100,0,100,100,100
350,8,100,108,200,99,99.995,100,0.0707107,100,100,100
350,8,100,80,200,100,100,100,0,100,100,100
350,8,100,115,200,99,99.97,100,0.171015,100,100,100
350,8,100,101,200,100,100,100,0,100,100,100
350,8,100,129,200,91,99.49,100,1.2561,100,100,100
350,8,100,122,200,92,99.86,100,0.709165,100,100,100
350,8,100,136,200,57,96.845,100,5.08036,96,99,100
350,8,100,143,200,45,86.56,100,11.0028,80,89,95
350,8,100,150,200,8,67.105,100,18.5831,56,70,81
350,8,100,3,200,100,100,100,0,100,100,100
350,8,100,95,200,100,100,100,0,100,100,100
350,8,100,43,200,100,100,100,0,100,100,100
350,8,100,74,200,100,100,100,0,100,100,100
350,8,100,35,200,100,100,100,0,100,100,100
350,8,100,67,200,100,100,100,0,100,100,100
350,8,100,11,200,100,100,100,0,100,100,100
350,8,100,88,200,100,100,100,0,100,100,100
350,8,100,59,200,100,100,100,0,100,100,100
350,8,100,27,200,100,100,100,0,100,100,100
350,8,100,51,200,100,100,100,0,100,100,100
350,8,100,19,200,100,100,100,0,100,100,100
350,8,100,109,200,100,100,100,0,100,100,100
350,8,100,81,200,100,100,100,0,100,100,100
350,8,100,102,200,100,100,100,0,100,100,100
350,8,100,171,200,0,1.11,8,1.52629,0,1,2
350,8,100,116,200,99,99.995,100,0.0707107,100,100,100
350,8,100,164,200,0,9.24,44,6.75653,4,8,13
350,8,100,157,200,7,35.12,80,14.5297,25,33,46
350,8,100,130,200,83,99.135,100,2.20706,99,100,100
350,8,100,123,200,91,99.78,100,0.962409,100,100,100
350,8,100,137,200,64,95.325,100,5.4348,94,97,99
350,8,100,144,200,36,84.86,100,11.8079,79,88,94
350,8,100,4,200,100,100,100,0,100,100,100
350,8,100,96,200,100,100,100,0,100,100,100
350,8,100,44,200,100,100,100,0,100,100,100
350,8,100,36,200,100,100,100,0,100,100,100
350,8,100,75,200,100,100,100,0,100,100,100
350,8,100,68,200,100,100,100,0,100,100,100
350,8,100,52,200,100,100,100,0,100,100,100
350,8,100,12,200,100,100,100,0,100,100,100
350,8,100,60,200,100,100,100,0,100,100,100
350,8,100,89,200,100,100,100,0,100,100,100
350,8,100,28,200,100,100,100,0,100,100,100
350,8,100,20,200,100,100,100,0,100,100,100
350,8,100,110,200,99,99.99,100,0.0997484,100,100,100
350,8,100,151,200,18,61.81,96,15.7319,50,63,74
350,8,100,82,200,100,100,100,0,100,100,100
350,8,100,103,200,100,100,100,0,100,100,100
350,8,100,117,200,98,99.965,100,0.232476,100,100,100
350,8,100,131,200,83,98.62,100,2.68358,99,100,100
350,8,100,124,200,91,99.68,100,1.01129,100,100,100
350,8,100,172,200,0,0.7,5,1.01744,0,0,1
350,8,100,165,200,0,6.67,29,5.00564,3,6,9
350,8,100,138,200,68,95.07,100,5.5831,93,97,99
350,8,100,158,200,5,30.59,77,12.7584,22,29,39
350,8,100,5,200,100,100,100,0,100,100,100
350,8,100,145,200,37,84.225,100,12.0624,79,87,93
350,8,100,37,200,100,100,100,0,100,100,100
350,8,100,76,200,100,100,100,0,100,100,100
350,8,100,45,200,100,100,100,0,100,100,100
350,8,100,97,200,100,100,100,0,100,100,100
350,8,100,53,200,100,100,100,0,100,100,100
350,8,100,13,200,100,100,100,0,100,100,100
350,8,100,69,200,100,100,100,0,100,100,100
350,8,100,61,200,100,100,100,0,100,100,100
350,8,100,90,200,100,100,100,0,100,100,100
350,8,100,29,200,100,100,100,0,100,100,100
350,8,100,21,200,100,100,100,0,100,100,100
350,8,100,111,200,99,99.995,100,0.0707107,100,100,100
350,8,100,83,200,100,100,100,0,100,100,100
350,8,100,104,200,99,99.995,100,0.0707107,100,100,100
350,8,100,118,200,94,99.91,100,0.577553,100,100,100
350,8,100,152,200,15,58.545,91,15.864,49,58,70
350,8,100,125,200,87,99.645,100,1.21505,100,100,100
350,8,100,132,200,73,98.13,100,3.36298,98,99,100
350,8,100,139,200,61,93.375,100,6.96108,91,96,98
350,8,100,173,200,0,0.435,5,0.805618,0,0,1
350,8,100,6,200,100,100,100,0,100,100,100
350,8,100,38,200,100,100,100,0,100,100,100
350,8,100,98,200,100,100,100,0,100,100,100
350,8,100,46,200,100,100,100,0,100,100,100
350,8,100,77,200,100,100,100,0,100,100,100
350,8,100,14,200,100,100,100,0,100,100,100
350,8,100,166,200,0,4.86,27,4.49907,2,3,7
350,8,100,70,200,100,100,100,0,100,100,100
350,8,100,54,200,100,100,100,0,100,100,100
350,8,100,91,200,100,100,100,0,100,100,100
350,8,100,62,200,100,100,100,0,100,100,100
350,8,100,30,200,100,100,100,0,100,100,100
350,8,100,22,200,100,100,100,0,100,100,100
350,8,100,112,200,100,100,100,0,100,100,100
350,8,100,84,200,100,100,100,0,100,100,100
350,8,100,159,200,4,26.805,65,12.74,18,26,36
350,8,100,105,200,99,99.995,100,0.0707107,100,100,100
350,8,100,146,200,34,79.55,99,13.3152,73,82,89
350,8,100,119,200,95,99.885,100,0.559769,100,100,100
350,8,100,126,200,90,99.505,100,1.2481,100,100,100
350,8,100,153,200,6,51.58,86,16.7831,39,53,64
350,8,100,133,200,86,98.21,100,2.73373,98,99,100
350,8,100,15,200,100,100,100,0,100,100,100
350,8,100,39,200,100,100,100,0,100,100,100
350,8,100,7,200,100,100,100,0,100,100,100
350,8,100,63,200,100,100,100,0,100,100,100
350,8,100,55,200,100,100,100,0,100,100,100
350,8,100,140,200,60,92.465,100,8.27837,89,95,98
350,8,100,47,200,100,100,100,0,100,100,100
350,8,100,23,200,100,100,100,0,100,100,100
350,8,100,174,200,0,0.33,9,1.00306,0,0,0
350,8,100,31,200,100,100,100,0,100,100,100
350,8,100,167,200,0,3.82,19,3.52843,1,3,6
350,8,100,147,200,16,78.795,100,13.5585,71,81,89
350,8,100,160,200,2,20.875,52,10.6789,13,19,27
350,8,100,154,200,15,48.38,83,15.5258,37,48,61
350,8,100,175,200,0,0.155,7,0.680655,0,0,0
350,8,100,168,200,0,3.19,18,3.22582,1,3,5
350,8,100,161,200,0,19.055,64,10.4887,11,18,27
350,9,100,0,200,100,100,100,0,100,100,100
350,9,100,48,200,100,100,100,0,100,100,100
350,9,100,8,200,100,100,100,0,100,100,100
350,9,100,32,200,100,100,100,0,100,100,100
350,9,100,40,200,100,100,100,0,100,100,100
350,9,100,99,200,100,100,100,0,100,100,100
350,9,100,64,200,100,100,100,0,100,100,100
350,9,100,16,200,100,100,100,0,100,100,100
350,9,100,85,200,100,100,100,0,100,100,100
350,9,100,78,200,100,100,100,0,100,100,100
350,9,100,24,200,100,100,100,0,100,100,100
350,9,100,71,200,100,100,100,0,100,100,100
350,9,100,92,200,100,100,100,0,100,100,100
350,9,100,106,200,100,100,100,0,100,100,100
350,9,100,56,200,100,100,100,0,100,100,100
350,9,100,113,200,99,99.975,100,0.156517,100,100,100
350,9,100,120,200,94,99.87,100,0.612352,100,100,100
350,9,100,127,200,83,99.255,100,2.01002,99,100,100
350,9,100,134,200,79,97.57,100,3.51809,97,99,100
350,9,100,141,200,57,89.635,100,8.41701,86,91,96
350,9,100,148,200,27,70.885,97,15.1336,62,73,82
350,9,100,169,200,0,1.86,12,2.33617,0,1,2
350,9,100,162,200,0,12.44,40,8.15592,6,12,17
350,9,100,155,200,7,40.015,79,15.6897,28,40,52
350,9,100,1,200,100,100,100,0,100,100,100
350,9,100,49,200,100,100,100,0,100,100,100
350,9,100,41,200,100,100,100,0,100,100,100
350,9,100,100,200,100,100,100,0,100,100,100
350,9,100,86,200,100,100,100,0,100,100,100
350,9,100,72,200,100,100,100,0,100,100,100
350,9,100,17,200,100,100,100,0,100,100,100
350,9,100,79,200,100,100,100,0,100,100,100
350,9,100,65,200,100,100,100,0,100,100,100
350,9,100,93,200,100,100,100,0,100,100,100
350,9,100,33,200,100,100,100,0,100,100,100
350,9,100,25,200,100,100,100,0,100,100,100
350,9,100,9,200,100,100,100,0,100,100,100
350,9,100,57,200,100,100,100,0,100,100,100
350,9,100,107,200,95,99.975,100,0.353553,100,100,100
350,9,100,114,200,95,99.94,100,0.396467,100,100,100
350,9,100,121,200,98,99.945,100,0.268955,100,100,100
350,9,100,128,200,84,99.085,100,2.189,99,100,100
350,9,100,135,200,76,96.48,100,4.68287,96,98,99
350,9,100,142,200,48,87.1,100,10.6138,82,89,95
350,9,100,149,200,13,64.62,96,15.6833,54,67,77
350,9,100,2,200,100,100,100,0,100,100,100
350,9,100,50,200,100,100,100,0,100,100,100
350,9,100,42,200,100,100,100,0,100,100,100
350,9,100,170,200,0,1.38,14,1.93762,0,1,2
350,9,100,101,200,100,100,100,0,100,100,100
350,9,100,66,200,100,100,100,0,100,100,100
350,9,100,87,200,100,100,100,0,100,100,100
350,9,100,73,200,100,100,100,0,100,100,100
350,9,100,94,200,100,100,100,0,100,100,100
350,9,100,80,200,100,100,100,0,100,100,100
350,9,100,26,200,100,100,100,0,100,100,100
350,9,100,34,200,100,100,100,0,100,100,100
350,9,100,163,200,0,10.97,31,7.53212,5,9,16
350,9,100,18,200,100,100,100,0,100,100,100
350,9,100,156,200,5,35.625,81,15.1954,25,35,46
350,9,100,10,200,100,100,100,0,100,100,100
350,9,100,58,200,100,100,100,0,100,100,100
350,9,100,108,200,100,100,100,0,100,100,100
350,9,100,115,200,95,99.955,100,0.379069,100,100,100
350,9,100,122,200,93,99.815,100,0.6503,100,100,100
350,9,100,129,200,87,98.675,100,2.32301,98,100,100
350,9,100,136,200,63,95.68,100,5.61026,94,98,99
350,9,100,143,200,31,86.025,100,11.1082,80,88,94
350,9,100,3,200,100,100,100,0,100,100,100
350,9,100,51,200,100,100,100,0,100,100,100
350,9,100,43,200,100,100,100,0,100,100,100
350,9,100,67,200,100,100,100,0,100,100,100
350,9,100,102,200,99,99.995,100,0.0707107,100,100,100
350,9,100,88,200,100,100,100,0,100,100,100
350,9,100,35,200,100,100,100,0,100,100,100
350,9,100,95,200,100,100,100,0,100,100,100
350,9,100,74,200,100,100,100,0,100,100,100
350,9,100,27,200,100,100,100,0,100,100,100
350,9,100,19,200,100,100,100,0,100,100,100
350,9,100,11,200,100,100,100,0,100,100,100
350,9,100,81,200,100,100,100,0,100,100,100
350,9,100,59,200,100,100,100,0,100,100,100
350,9,100,150,200,19,63.585,98,16.4702,53,65,77
350,9,100,116,200,96,99.925,100,0.374266,100,100,100
350,9,100,109,200,98,99.975,100,0.18587,100,100,100
350,9,100,123,200,94,99.75,100,0.787784,100,100,100
350,9,100,130,200,76,98.55,100,3.00377,98,100,100
350,9,100,171,200,0,1.06,9,1.60914,0,1,1
350,9,100,164,200,0,7.755,29,5.89907,4,6,11
350,9,100,157,200,3,29.455,71,14.0737,20,27,38
350,9,100,137,200,75,94.745,100,5.5646,92,97,99
350,9,100,4,200,100,100,100,0,100,100,100
350,9,100,52,200,100,100,100,0,100,100,100
350,9,100,144,200,43,83.535,100,11.6903,77,86,93
350,9,100,68,200,100,100,100,0,100,100,100
350,9,100,103,200,99,99.995,100,0.0707107,100,100,100
350,9,100,44,200,100,100,100,0,100,100,100
350,9,100,20,200,100,100,100,0,100,100,100
350,9,100,89,200,100,100,100,0,100,100,100
350,9,100,12,200,100,100,100,0,100,100,100
350,9,100,36,200,100,100,100,0,100,100,100
350,9,100,82,200,100,100,100,0,100,100,100
350,9,100,75,200,100,100,100,0,100,100,100
350,9,100,28,200,100,100,100,0,100,100,100
350,9,100,96,200,100,100,100,0,100,100,100
350,9,100,60,200,100,100,100,0,100,100,100
350,9,100,110,200,99,99.985,100,0.121857,100,100,100
350,9,100,117,200,95,99.93,100,0.475638,100,100,100
350,9,100,124,200,91,99.565,100,1.15431,100,100,100
350,9,100,151,200,18,57.61,91,15.6606,46,59,69
350,9,100,131,200,81,98.395,100,2.8318,98,99,100
350,9,100,5,200,100,100,100,0,100,100,100
350,9,100,138,200,58,93.535,100,6.73316,91,95,99
350,9,100,172,200,0,0.715,7,1.22936,0,0,1
350,9,100,53,200,100,100,100,0,100,100,100
350,9,100,165,200,0,6.985,31,5.65284,3,6,9
350,9,100,45,200,100,100,100,0,100,100,100
350,9,100,90,200,100,100,100,0,100,100,100
350,9,100,21,200,100,100,100,0,100,100,100
350,9,100,104,200,100,100,100,0,100,100,100
350,9,100,69,200,100,100,100,0,100,100,100
350,9,100,13,200,100,100,100,0,100,100,100
350,9,100,37,200,100,100,100,0,100,100,100
350,9,100,83,200,100,100,100,0,100,100,100
350,9,100,29,200,100,100,100,0,100,100,100
350,9,100,97,200,100,100,100,0,100,100,100
350,9,100,76,200,100,100,100,0,100,100,100
350,9,100,61,200,100,100,100,0,100,100,100
350,9,100,158,200,0,27.16,72,14.0814,16,26,36
350,9,100,145,200,29,82.21,100,13.0967,76,85,92
350,9,100,111,200,96,99.965,100,0.306995,100,100,100
350,9,100,118,200,93,99.875,100,0.701309,100,100,100
350,9,100,125,200,92,99.625,100,1.06303,100,100,100
350,9,100,132,200,74,97.88,100,3.86267,98,99,100
350,9,100,6,200,100,100,100,0,100,100,100
350,9,100,54,200,100,100,100,0,100,100,100
350,9,100,152,200,11,53.92,88,17.0913,43,55,69
350,9,100,14,200,100,100,100,0,100,100,100
350,9,100,46,200,100,100,100,0,100,100,100
350,9,100,38,200,100,100,100,0,100,100,100
350,9,100,30,200,100,100,100,0,100,100,100
350,9,100,70,200,100,100,100,0,100,100,100
350,9,100,22,200,100,100,100,0,100,100,100
350,9,100,84,200,100,100,100,0,100,100,100
350,9,100,105,200,100,100,100,0,100,100,100
350,9,100,91,200,100,100,100,0,100,100,100
350,9,100,62,200,100,100,100,0,100,100,100
350,9,100,139,200,52,91.52,100,8.55544,88,95,97
350,9,100,77,200,100,100,100,0,100,100,100
350,9,100,98,200,100,100,100,0,100,100,100
350,9,100,173,200,0,0.7,14,1.57875,0,0,1
350,9,100,112,200,98,99.985,100,0.157796,100,100,100
350,9,100,119,200,97,99.9,100,0.375105,100,100,100
350,9,100,159,200,0,21.54,72,11.7657,12,20,29
350,9,100,166,200,0,4.79,24,4.42082,2,4,7
350,9,100,146,200,26,77.61,98,14.7372,70,81,90
350,9,100,126,200,93,99.48,100,1.08882,99,100,100
350,9,100,55,200,100,100,100,0,100,100,100
350,9,100,7,200,100,100,100,0,100,100,100
350,9,100,47,200,100,100,100,0,100,100,100
350,9,100,133,200,69,97.39,100,4.72329,98,99,100
350,9,100,23,200,100,100,100,0,100,100,100
350,9,100,39,200,100,100,100,0,100,100,100
350,9,100,63,200,100,100,100,0,100,100,100
350,9,100,15,200,100,100,100,0,100,100,100
350,9,100,31,200,100,100,100,0,100,100,100
350,9,100,140,200,42,92.245,100,9.46429,90,96,99
350,9,100,153,200,8,50.85,85,16.1291,41,51,62
350,9,100,174,200,0,0.495,6,0.873953,0,0,1
350,9,100,147,200,25,73.21,96,13.8461,64,76,83
350,9,100,167,200,0,3.215,21,3.46682,1,2,5
350,9,100,160,200,0,20.25,56,11.302,11,20,27
350,9,100,154,200,6,43.72,83,15.8121,32,45,55
350,9,100,175,200,0,0.255,5,0.776524,0,0,0
350,9,100,168,200,0,2.955,19,3.21632,1,2,4
350,9,100,161,200,0,15.39,56,9.14747,9,14,20
350,10,100,0,200,100,100,100,0,100,100,100
350,10,100,71,200,100,100,100,0,100,100,100
350,10,100,85,200,100,100,100,0,100,100,100
350,10,100,64,200,100,100,100,0,100,100,100
350,10,100,24,200,100,100,100,0,100,100,100
350,10,100,56,200,100,100,100,0,100,100,100
350,10,100,78,200,100,100,100,0,100,100,100
350,10,100,40,200,100,100,100,0,100,100,100
350,10,100,92,200,100,100,100,0,100,100,100
350,10,100,48,200,100,100,100,0,100,100,100
350,10,100,106,200,100,100,100,0,100,100,100
350,10,100,99,200,100,100,100,0,100,100,100
350,10,100,32,200,100,100,100,0,100,100,100
350,10,100,16,200,100,100,100,0,100,100,100
350,10,100,8,200,100,100,100,0,100,100,100
350,10,100,113,200,98,99.98,100,0.172478,100,100,100
350,10,100,120,200,96,99.855,100,0.52474,100,100,100
350,10,100,127,200,76,98.99,100,2.2992,99,100,100
350,10,100,134,200,82,96.425,100,4.19791,95,98,99
350,10,100,141,200,47,87.385,100,10.6255,83,91,95
350,10,100,148,200,18,65.72,95,16.3234,55,69,78
350,10,100,169,200,0,2.11,14,2.72673,0,1,3
350,10,100,155,200,5,35.54,72,14.19,25,36,46
350,10,100,162,200,0,11.09,38,7.66588,5,9,15
350,10,100,1,200,100,100,100,0,100,100,100
350,10,100,72,200,100,100,100,0,100,100,100
350,10,100,65,200,100,100,100,0,100,100,100
350,10,100,25,200,100,100,100,0,100,100,100
350,10,100,86,200,100,100,100,0,100,100,100
350,10,100,41,200,100,100,100,0,100,100,100
350,10,100,49,200,100,100,100,0,100,100,100
350,10,100,57,200,100,100,100,0,100,100,100
350,10,100,100,200,99,99.995,100,0.0707107,100,100,100
350,10,100,33,200,100,100,100,0,100,100,100
350,10,100,79,200,100,100,100,0,100,100,100
350,10,100,93,200,100,100,100,0,100,100,100
350,10,100,107,200,100,100,100,0,100,100,100
350,10,100,9,200,100,100,100,0,100,100,100
350,10,100,17,200,100,100,100,0,100,100,100
350,10,100,114,200,97,99.895,100,0.441531,100,100,100
350,10,100,121,200,93,99.705,100,0.939355,100,100,100
350,10,100,128,200,86,98.635,100,2.43132,99,100,100
350,10,100,135,200,66,95.895,100,4.95751,94,98,99
350,10,100,142,200,40,85.25,100,10.6798,79,87,94
350,10,100,2,200,100,100,100,0,100,100,100
350,10,100,149,200,13,62.96,95,15.0393,52,64,74
350,10,100,73,200,100,100,100,0,100,100,100
350,10,100,42,200,100,100,100,0,100,100,100
350,10,100,66,200,100,100,100,0,100,100,100
350,10,100,26,200,100,100,100,0,100,100,100
350,10,100,50,200,100,100,100,0,100,100,100
350,10,100,87,200,100,100,100,0,100,100,100
350,10,100,101,200,100,100,100,0,100,100,100
350,10,100,34,200,100,100,100,0,100,100,100
350,10,100,58,200,100,100,100,0,100,100,100
350,10,100,10,200,100,100,100,0,100,100,100
350,10,100,80,200,100,100,100,0,100,100,100
350,10,100,94,200,100,100,100,0,100,100,100
350,10,100,18,200,100,100,100,0,100,100,100
350,10,100,108,200,100,100,100,0,100,100,100
350,10,100,170,200,0,1.335,13,1.86821,0,1,2
350,10,100,156,200,1,33.065,66,14.6047,22,32,43
350,10,100,115,200,97,99.945,100,0.335466,100,100,100
350,10,100,122,200,93,99.745,100,0.801992,100,100,100
350,10,100,163,200,0,8.995,30,6.73437,4,7,13
350,10,100,129,200,73,98.36,100,3.15916,98,100,100
350,10,100,136,200,57,93.575,100,7.26694,91,96,99
350,10,100,3,200,100,100,100,0,100,100,100
350,10,100,74,200,100,100,100,0,100,100,100
350,10,100,43,200,100,100,100,0,100,100,100
350,10,100,143,200,34,82.05,100,12.0713,75,85,91
350,10,100,67,200,100,100,100,0,100,100,100
350,10,100,35,200,100,100,100,0,100,100,100
350,10,100,51,200,100,100,100,0,100,100,100
350,10,100,11,200,100,100,100,0,100,100,100
350,10,100,81,200,100,100,100,0,100,100,100
350,10,100,27,200,100,100,100,0,100,100,100
350,10,100,88,200,100,100,100,0,100,100,100
350,10,100,102,200,99,99.995,100,0.0707107,100,100,100
350,10,100,95,200,100,100,100,0,100,100,100
350,10,100,59,200,100,100,100,0,100,100,100
350,10,100,19,200,100,100,100,0,100,100,100
350,10,100,109,200,99,99.99,100,0.0997484,100,100,100
350,10,100,116,200,92,99.9,100,0.66499,100,100,100
350,10,100,150,200,15,58.405,95,18.3279,45,59,74
350,10,100,123,200,95,99.77,100,0.655169,100,100,100
350,10,100,130,200,84,98.31,100,2.78616,98,99,100
350,10,100,171,200,0,1.035,10,1.56718,0,1,1
350,10,100,137,200,58,92.53,100,7.55875,90,95,98
350,10,100,4,200,100,100,100,0,100,100,100
350,10,100,157,200,3,28.065,68,12.521,19,27,37
350,10,100,75,200,100,100,100,0,100,100,100
350,10,100,44,200,100,100,100,0,100,100,100
350,10,100,68,200,100,100,100,0,100,100,100
350,10,100,36,200,100,100,100,0,100,100,100
350,10,100,52,200,100,100,100,0,100,100,100
350,10,100,82,200,100,100,100,0,100,100,100
350,10,100,28,200,100,100,100,0,100,100,100
350,10,100,12,200,100,100,100,0,100,100,100
350,10,100,164,200,0,7.29,33,6.40241,3,6,10
350,10,100,89,200,100,100,100,0,100,100,100
350,10,100,96,200,100,100,100,0,100,100,100
350,10,100,60,200,100,100,100,0,100,100,100
350,10,100,103,200,99,99.995,100,0.0707107,100,100,100
350,10,100,20,200,100,100,100,0,100,100,100
350,10,100,110,200,98,99.985,100,0.157796,100,100,100
350,10,100,144,200,39,79.54,100,12.7215,72,82,89
350,10,100,117,200,98,99.965,100,0.232476,100,100,100
350,10,100,124,200,92,99.545,100,1.19378,100,100,100
350,10,100,131,200,75,97.705,100,3.89149,97,99,100
350,10,100,5,200,100,100,100,0,100,100,100
350,10,100,151,200,11,53.91,90,14.6802,44,55,63
350,10,100,76,200,100,100,100,0,100,100,100
350,10,100,45,200,100,100,100,0,100,100,100
350,10,100,53,200,100,100,100,0,100,100,100
350,10,100,83,200,100,100,100,0,100,100,100
350,10,100,69,200,100,100,100,0,100,100,100
350,10,100,29,200,100,100,100,0,100,100,100
350,10,100,13,200,100,100,100,0,100,100,100
350,10,100,90,200,100,100,100,0,100,100,100
350,10,100,138,200,58,91.69,100,7.841,88,94,98
350,10,100,37,200,100,100,100,0,100,100,100
350,10,100,61,200,100,100,100,0,100,100,100
350,10,100,97,200,100,100,100,0,100,100,100
350,10,100,104,200,96,99.98,100,0.282843,100,100,100
350,10,100,21,200,100,100,100,0,100,100,100
350,10,100,111,200,99,99.98,100,0.140351,100,100,100
350,10,100,172,200,0,0.705,10,1.33299,0,0,1
350,10,100,118,200,95,99.755,100,0.792537,100,100,100
350,10,100,158,200,1,24.655,62,12.5404,16,24,32
350,10,100,125,200,87,99.375,100,1.67283,100,100,100
350,10,100,145,200,38,76.11,100,12.3581,68,78,85
350,10,100,165,200,0,5.865,23,4.67934,2,5,8
350,10,100,6,200,100,100,100,0,100,100,100
